gs,woodiness,woodiness.count
Diospyros apiculata,W,0;0;1
Diospyros areolata,W,0;0;1
Diospyros argentea,W,0;0;1
Diospyros artanthifolia,W,0;0;8
Diospyros atropurpurea,W,0;0;1
Diospyros aurea,W,0;0;1
Diospyros australis,W,0;0;12
Diospyros austroafricana,W,0;0;1
Diospyros balansae,W,0;0;1
Diospyros baloen-ldjoek,W,0;0;1
Diospyros bantamensis,W,0;0;1
Diospyros barteri,W,0;0;1
Diospyros beccarii,W,0;0;1
Diospyros bejaudii,W,0;0;1
Diospyros bipindensis,W,0;0;2
Diospyros blancoi,W,0;0;1
Diospyros boala,W,0;0;1
Diospyros borneensis,W,0;0;2
Diospyros brachiata,W,0;0;1
Diospyros brasiliensis,W,0;0;1
Diospyros brassica,W,0;0;1
Diospyros brucei,W,0;0;1
Diospyros burmanica,W,0;0;1
Diospyros bussei,W,0;0;1
Diospyros buxifolia,W,0;0;2
Diospyros calciphila,W,0;0;1
Diospyros campanulata,W,0;0;1
Diospyros canaliculata,W,0;0;1
Diospyros capreifolia,W,0;0;2
Diospyros carbonaria,W,0;0;1
Diospyros caribaea,W,0;0;1
Diospyros castanea,W,0;0;1
Diospyros cathayensis,W,0;0;1
Diospyros cauliflora,W,0;0;6
Diospyros cayennensis,W,0;0;1
Diospyros celebica,W,0;0;1
Diospyros cinnabarina,W,0;0;2
Diospyros clavigera,W,0;0;1
Diospyros confertiflora,W,0;0;3
Diospyros cooperi,W,0;0;1
Diospyros cordifolia,W,0;0;1
Diospyros crassiflora,W,0;0;7
Diospyros cuneata,W,0;0;1
Diospyros curranii,W,0;0;2
Diospyros curraniopsis,W,0;0;1
Diospyros dajakensis,W,0;0;1
Diospyros decipiens,W,0;0;1
Diospyros dendo,W,0;0;5
Diospyros densa,W,0;0;1
Diospyros dichroa,W,0;0;2
Diospyros diepenhorstii,W,0;0;1
Diospyros digyna,W,0;0;5
Diospyros discocalyx,W,0;0;2
Diospyros discolor,W,0;0;2
Diospyros durionoides,W,0;0;2
Diospyros ebenaster,W,0;0;1
Diospyros ebenum,W,0;0;1
Diospyros egbert,W,0;0;1
Diospyros egbert-walkeri,W,0;0;1
Diospyros egrettarum,W,0;0;1
Diospyros ehretioides,W,0;0;2
Diospyros ekodul,W,0;0;1
Diospyros elliotii,W,0;0;1
Diospyros elliptica,W,0;0;1
Diospyros elliptifolia,W,0;0;2
Diospyros elmeri,W,0;0;1
Diospyros embryopteris,W,0;0;4
Diospyros eriantha,W,0;0;5
Diospyros erudita,W,0;0;1
Diospyros evena,W,0;0;1
Diospyros fasciculosa,W,0;0;4
Diospyros fastidiosa,W,0;0;1
Diospyros ferrea,W,0;0;7
Diospyros ferruginescens,W,0;0;1
Diospyros fischeri,W,0;0;1
Diospyros flavocarpa,W,0;0;1
Diospyros forbesii,W,0;0;1
Diospyros foxworthyi,W,0;0;1
Diospyros frutescens,W,0;0;1
Diospyros geminata,W,0;0;2
Diospyros gillespiei,W,0;0;1
Diospyros glabra,W,0;0;1
Diospyros glandulosa,W,0;0;1
Diospyros glans,W,0;0;1
Diospyros glaucifolia,W,0;0;1
Diospyros glaucophylla,W,0;0;1
Diospyros gracilipes,W,0;0;1
Diospyros greveana,W,0;0;1
Diospyros guianensis,W,0;0;1
Diospyros hainanensis,W,0;0;1
Diospyros hallierii,W,0;0;1
Diospyros hasseltii,W,0;0;3
Diospyros helferi,W,0;0;1
Diospyros hemicycloides,W,0;0;1
Diospyros hermaphroditica,W,0;0;2
Diospyros heterotricha,W,0;0;1
Diospyros hispida,W,0;0;1
Diospyros howii,W,0;0;1
Diospyros hoyleana,W,0;0;2
Diospyros humbertiana,W,0;0;1
Diospyros impolita,W,0;0;1
Diospyros inclusa,W,0;0;1
Diospyros inconstans,W,0;0;2
Diospyros inexplorata,W,0;0;1
Diospyros inflata,W,0;0;1
Diospyros inhacaensis,W,0;0;4
Diospyros intricata,W,0;0;1
Diospyros iturensis,W,0;0;1
Diospyros kaki,W,0;0;9
Diospyros kamerunensis,W,0;0;5
Diospyros kirkii,W,0;0;1
Diospyros koeboeensis,W,0;0;1
Diospyros korthalsiana,W,0;0;1
Diospyros kuroiwai,W,0;0;1
Diospyros kurzii,W,0;0;1
Diospyros labillardierei,W,0;0;1
Diospyros laevis,W,0;0;1
Diospyros lancifolia,W,0;0;3
Diospyros latisepala,W,0;0;2
Diospyros latispathulata,W,0;0;1
Diospyros leucomelas,W,0;0;1
Diospyros lissocarpoides,W,0;0;2
Diospyros littorea,W,0;0;1
Diospyros lolin,W,0;0;1
Diospyros longibracteata,W,0;0;1
Diospyros lotus,W,0;0;4
Diospyros loureiroana,W,0;0;1
Diospyros lucida,W,0;0;1
Diospyros lycioides,W,0;0;1
Diospyros maclurei,W,0;0;2
Diospyros macrocarpa,W,0;0;1
Diospyros macrophylla,W,0;0;1
Diospyros maingayi,W,0;0;6
Diospyros major,W,0;0;1
Diospyros malabarica,W,0;0;2
Diospyros malaccensis,W,0;0;1
Diospyros malam,W,0;0;2
Diospyros manampetsae,W,0;0;1
Diospyros mannii,W,0;0;4
Diospyros mapingo,W,0;0;1
Diospyros margaretae,W,0;0;1
Diospyros maritima,W,0;0;2
Diospyros marmorata,W,0;0;1
Diospyros martinii,W,0;0;1
Diospyros melanida,W,0;0;2
Diospyros melanoxylon,W,0;0;6
Diospyros melinoni,W,0;0;1
Diospyros melocarpa,W,0;0;1
Diospyros mespiliformis,W,0;0;5
Diospyros minahasae,W,0;0;1
Diospyros mindanaensis,W,0;0;1
Diospyros minimifolia,W,0;0;1
Diospyros mollifolia,W,0;0;1
Diospyros mollis,W,0;0;2
Diospyros montana,W,0;0;3
Diospyros morrisiana,W,0;0;2
Diospyros mun,W,0;0;1
Diospyros myriophylla,W,0;0;1
Diospyros natalensis,W,0;0;10
Diospyros nebulosa,W,0;0;1
Diospyros neglecta,W,0;0;1
Diospyros nemorosa,W,0;0;1
Diospyros nicaraguensis,W,0;0;1
Diospyros nitida,W,0;0;1
Diospyros nodosa,W,0;0;1
Diospyros nutans,W,0;0;5
Diospyros oblonga,W,0;0;2
Diospyros oleifera,W,0;0;1
Diospyros olen,W,0;0;1
Diospyros oubatchensis,W,0;0;1
Diospyros palembanica,W,0;0;2
Diospyros pancheri,W,0;0;1
Diospyros papuana,W,0;0;2
Diospyros paralea,W,0;0;1
Diospyros paraoesi,W,0;0;2
Diospyros parviflora,W,0;0;2
Diospyros pavonii,W,0;0;1
Diospyros penangiana,W,0;0;1
Diospyros pendula,W,0;0;4
Diospyros pentamera,W,0;0;11
Diospyros perakensis,W,0;0;1
Diospyros peregrina,W,0;0;1
Diospyros perfida,W,0;0;1
Diospyros perplexa,W,0;0;1
Diospyros pervillei,W,0;0;1
Diospyros philippinensis,W,0;0;1
Diospyros phlebodes,W,0;0;1
Diospyros pilosanthera,W,0;0;2
Diospyros piscatoria,W,0;0;1
Diospyros platycalyx,W,0;0;1
Diospyros poeppigiana,W,0;0;5
Diospyros polita,W,0;0;1
Diospyros polyalthioides,W,0;0;2
Diospyros polystemon,W,0;0;1
Diospyros poncei,W,0;0;1
Diospyros pseudoxylopia,W,0;0;1
Diospyros puncticulosa,W,0;0;1
Diospyros pustulata,W,0;0;1
Diospyros pyrrhocarpa,W,0;0;1
Diospyros quiloensis,W,0;0;2
Diospyros ramulosa,W,0;0;1
Diospyros retrofracta,W,0;0;1
Diospyros revaughanii,W,0;0;1
Diospyros revolutissima,W,0;0;1
Diospyros rhodocalyx,W,0;0;1
Diospyros rhombifolia,W,0;0;2
Diospyros rigida,W,0;0;3
Diospyros rubra,W,0;0;2
Diospyros rumphii,W,0;0;1
Diospyros sakalavarum,W,0;0;1
Diospyros salicifolia,W,0;0;1
Diospyros samoensis,W,0;0;1
Diospyros sandwicensis,W,0;0;1
Diospyros sanza-minika,W,0;0;5
Diospyros scabiosa,W,0;0;1
Diospyros scabra,W,0;0;1
Diospyros scortechinii,W,0;0;2
Diospyros senensis,W,0;0;2
Diospyros siamang,W,0;0;1
Diospyros simaloerensis,W,0;0;1
Diospyros sonorae,W,0;0;1
Diospyros soyauxii,W,0;0;1
Diospyros suaveolens,W,0;0;1
Diospyros subrhomboidea,W,0;0;1
Diospyros subrotata,W,0;0;5
Diospyros sumatrana,W,0;0;5
Diospyros sundaica,W,0;0;1
Diospyros tesselaria,W,0;0;1
Diospyros tetrasperma,W,0;0;2
Diospyros texana,W,0;0;7
Diospyros thomasii,W,0;0;1
Diospyros tireliae,W,0;0;1
Diospyros tomentosa,W,0;0;1
Diospyros tonkinensis,W,0;0;1
Diospyros toposia,W,0;0;1
Diospyros toposioides,W,0;0;1
Diospyros transitoria,W,0;0;1
Diospyros trichophylla,W,0;0;1
Diospyros tridentata,W,0;0;1
Diospyros tristis,W,0;0;1
Diospyros trisulca,W,0;0;1
Diospyros truncata,W,0;0;1
Diospyros tuberculata,W,0;0;1
Diospyros ulo,W,0;0;2
Diospyros umbrosa,W,0;0;1
Diospyros vaccinioides,W,0;0;1
Diospyros veillonii,W,0;0;1
Diospyros venenosa,W,0;0;1
Diospyros vieillardii,W,0;0;1
Diospyros virginiana,W,0;0;7
Diospyros viridicans,W,0;0;1
Diospyros vitiensis,W,0;0;1
Diospyros wajirensis,W,0;0;1
Diospyros wallichii,W,0;0;1
Diospyros weddellii,W,0;0;1
Diospyros whyteana,W,0;0;6
Diospyros xanthochlamys,W,0;0;1
Diospyros xishuangbannaensis,W,0;0;1
Diospyros yaouhensis,W,0;0;1
Diospyros yeobi,W,0;0;2
Diospyros zenkeri,W,0;0;1
Diospyros zombensis,W,0;0;1
Dipcadi brevifolium,H,1;0;0
Dipcadi glaucum,H,1;0;0
Dipcadi heterocuspe,H,2;0;0
Dipcadi longifolium,H,1;0;0
Dipcadi serotinum,H,2;0;0
Dipcadi viride,H,1;0;0
Dipelta floribunda,W,0;0;1
Dipelta ventricosa,W,0;0;1
Dipelta yunnanensis,W,0;0;1
Diphasiastrum alpinum,H,2;0;0
Diphasiastrum angustiramosum,H,1;0;0
Diphasiastrum carolinum,H,1;0;0
Diphasiastrum complanatum,H,1;0;0
Diphasiastrum digitatum,H,1;0;0
Diphasiastrum fawcettii,H,1;0;0
Diphasiastrum haberei,H,1;0;0
Diphasiastrum henryanum,H,1;0;0
Diphasiastrum issleri,H,1;0;0
Diphasiastrum kablikianum,H,1;0;0
Diphasiastrum madeirense,H,1;0;0
Diphasiastrum montellii,H,1;0;0
Diphasiastrum multispicatum,H,1;0;0
Diphasiastrum novoguineense,H,1;0;0
Diphasiastrum platyrhizoma,H,1;0;0
Diphasiastrum sabinifolium,H,1;0;0
Diphasiastrum sitchense,H,2;0;0
Diphasiastrum tristachyum,H,1;0;0
Diphasiastrum wilceae,H,1;0;0
Diphasiastrum zanclophyllum,H,1;0;0
Diphasiastrum zeilleri,H,1;0;0
Diphasium scariosum,H,1;0;0
Diphasium zanclophyllum,H,1;0;0
Dipholis minutiflora,W,0;0;1
Dipholis salicifolia,W,0;0;1
Diphylleia cymosa,H,1;0;0
Diphysa carthagenensis,W,0;0;1
Diphysa occidentalis,W,0;0;1
Diphysa thurberi,W,0;0;1
Diplachne malabarica,H,1;0;0
Diplacrum africanum,H,1;0;0
Diplacrum caricinum,H,2;0;0
Diplacrum pygmaeum,H,1;0;0
Diplacus aurantiacus,W,0;0;2
Diplarche multiflora,W,0;0;1
Diplarrena latifolia,H,1;0;0
Diplarrena moraea,H,2;0;0
Diplarrhena latifolia,H,1;0;0
Diplaspis hydrocotyle,H,1;0;0
Diplatia furcata,W,0;0;1
Diplazium bantamense,H,1;0;0
Diplazium cordatum,H,1;0;0
Diplazium cordifolium,H,1;0;0
Diplazium esculentum,H,1;0;0
Diplazium macrophyllum,H,1;0;0
Diplazium nemorale,H,1;0;0
Diplazium pallidum,H,1;0;0
Diplazium sandwichianum,H,3;0;1
Diplazium striatastrum,H,1;0;0
Diplazium wichurae,H,1;0;0
Diplazium zanzibaricum,H,1;0;0
Diplectria divaricata,W,0;0;1
Diploblechnum fraseri,W,0;0;5
Diplocaulobium arachnoideum,H,1;0;0
Diplocyclos palmatus,H,1;0;0
Diplodiscus paniculatus,W,0;0;1
Diploglottis australis,W,0;0;9
Diploglottis bracteata,W,0;0;1
Diploglottis campbelli,W,0;0;1
Diploglottis cunninghamii,W,0;0;1
Diploglottis diphyllostegia,W,0;0;1
Diploglottis smithii,W,0;0;1
Diplokeleba floribunda,W,0;0;2
Diploknema butyracea,W,0;0;2
Diploknema oligomera,W,0;0;1
Diplolaena dampieri,W,0;0;1
Diploon cuspidatum,W,0;0;5
Diplopanax stachyanthus,W,0;0;2
Diplopeltis huegelii,W,0;0;1
Diplopeltis stuartii,W,0;0;1
Diploprora truncata,H,1;0;0
Diplopterygium pinnatum,H,2;0;0
Diplorhynchus condylocarpon,W,0;0;5
Diplospora malaccense,W,0;0;1
Diplospora malaccensis,W,0;0;4
Diplospora polysperma,W,0;0;1
Diplostephium rupestre,W,0;0;4
Diplotaxis erucoides,H,2;0;0
Diplotaxis muralis,H,4;0;0
Diplotaxis tenuifolia,H,2;0;0
Diplotaxis viminea,H,1;0;0
Diplotropis brasiliensis,W,0;0;1
Diplotropis martiusii,W,0;0;4
Diplotropis purpurea,W,0;0;22
Diplycosia acuminata,W,0;0;1
Diplycosia heterophylla,W,0;0;1
Dipodium punctatum,H,2;0;0
Dipogon lignosus,H,1;0;0
Diporidium greveanum,W,0;0;1
Diposis bulbocastanum,H,1;0;0
Dipsacus fullonum,H,3;0;0
Dipsacus japonicus,H,1;0;0
Dipsacus mitis,H,1;0;0
Dipsacus pilosus,H,1;0;0
Dipsacus sativus,H,1;0;0
Dipteranthus grandiflorus,H,1;0;0
Dipterocarpus acutangulus,W,0;0;2
Dipterocarpus alatus,W,0;0;2
Dipterocarpus applanatus,W,0;0;2
Dipterocarpus apterus,W,0;0;1
Dipterocarpus baudii,W,0;0;1
Dipterocarpus borneensis,W,0;0;5
Dipterocarpus bourdillonii,W,0;0;1
Dipterocarpus caudatus,W,0;0;1
Dipterocarpus chartaceus,W,0;0;1
Dipterocarpus concavus,W,0;0;2
Dipterocarpus confertus,W,0;0;2
Dipterocarpus conformis,W,0;0;2
Dipterocarpus coriaceus,W,0;0;2
Dipterocarpus cornutus,W,0;0;3
Dipterocarpus costatus,W,0;0;2
Dipterocarpus costulatus,W,0;0;2
Dipterocarpus crinitus,W,0;0;2
Dipterocarpus dyeri,W,0;0;2
Dipterocarpus elongatus,W,0;0;3
Dipterocarpus eurhynchus,W,0;0;1
Dipterocarpus fagineus,W,0;0;1
Dipterocarpus geniculatus,W,0;0;2
Dipterocarpus globosus,W,0;0;1
Dipterocarpus gracilis,W,0;0;4
Dipterocarpus grandiflorus,W,0;0;4
Dipterocarpus hasseltii,W,0;0;2
Dipterocarpus humeratus,W,0;0;1
Dipterocarpus indicus,W,0;0;1
Dipterocarpus intricatus,W,0;0;1
Dipterocarpus kerrii,W,0;0;1
Dipterocarpus kunstleri,W,0;0;4
Dipterocarpus lamellatus,W,0;0;1
Dipterocarpus lowii,W,0;0;2
Dipterocarpus macrocarpus,W,0;0;1
Dipterocarpus mundus,W,0;0;1
Dipterocarpus oblongifolius,W,0;0;2
Dipterocarpus obtusifolius,W,0;0;2
Dipterocarpus pachyphyllus,W,0;0;1
Dipterocarpus palembanicus,W,0;0;3
Dipterocarpus penangianus,W,0;0;2
Dipterocarpus pseudofagineus,W,0;0;1
Dipterocarpus retusus,W,0;0;2
Dipterocarpus rigidus,W,0;0;2
Dipterocarpus rotundifolius,W,0;0;1
Dipterocarpus semivestitus,W,0;0;1
Dipterocarpus sublamellatus,W,0;0;8
Dipterocarpus tempehes,W,0;0;2
Dipterocarpus tonkinensis,W,0;0;4
Dipterocarpus tuberculatus,W,0;0;2
Dipterocarpus turbinatus,W,0;0;2
Dipterocarpus validus,W,0;0;1
Dipterocarpus vernicifluus,W,0;0;1
Dipterocarpus verrucosus,W,0;0;3
Dipterocarpus zeylanicus,W,0;0;1
Dipteronia dyeriana,W,0;0;1
Dipteronia sinensis,W,0;0;2
Dipteropeltis poranoides,variable,0;1;0
Dipteryx alata,W,0;0;6
Dipteryx ferrea,W,0;0;1
Dipteryx micrantha,W,0;0;6
Dipteryx odorata,W,0;0;29
Dipteryx oleifera,W,0;0;3
Dipteryx panamensis,W,0;0;10
Dipteryx polyphylla,W,0;0;3
Dipteryx punctata,W,0;0;1
Diptychocarpus strictus,H,1;0;0
Dipyrena juncea,W,0;0;1
Dirachma socotrana,W,0;0;1
Dirca occidentalis,W,0;0;9
Dirca palustris,W,0;0;6
Disa alticola,H,1;0;0
Disa amoena,H,1;0;0
Disa aristata,H,1;0;0
Disa atricapilla,H,1;0;0
Disa atrorubens,H,1;0;0
Disa aurata,H,1;0;0
Disa barbata,H,1;0;0
Disa baurii,H,1;0;0
Disa bivalvata,H,1;0;0
Disa bodkinii,H,1;0;0
Disa bolusiana,H,1;0;0
Disa borbonica,H,1;0;0
Disa brachyceras,H,1;0;0
Disa bracteata,H,1;0;0
Disa brevicornis,H,1;0;0
Disa buchenaviana,H,1;0;0
Disa caffra,H,1;0;0
Disa cardinalis,H,1;0;0
Disa caulescens,H,1;0;0
Disa celata,H,1;0;0
Disa cephalotes,H,1;0;0
Disa chrysostachya,H,1;0;0
Disa comosa,H,1;0;0
Disa conferta,H,1;0;0
Disa cooperi,H,1;0;0
Disa cornuta,H,1;0;0
Disa crassicornis,H,1;0;0
Disa cylindrica,H,1;0;0
Disa densiflora,H,1;0;0
Disa draconis,H,1;0;0
Disa elegans,H,1;0;0
Disa erubescens,H,1;0;0
Disa extinctoria,H,1;0;0
Disa fasciata,H,1;0;0
Disa ferruginea,H,1;0;0
Disa filicornis,H,1;0;0
Disa fragrans,H,1;0;0
Disa galpinii,H,1;0;0
Disa gladioliflora,H,1;0;0
Disa glandulosa,H,1;0;0
Disa graminifolia,H,1;0;0
Disa hallackii,H,1;0;0
Disa harveyana,H,1;0;0
Disa hians,H,1;0;0
Disa hircicornis,H,1;0;0
Disa intermedia,H,1;0;0
Disa karooica,H,1;0;0
Disa longicornu,H,1;0;0
Disa lugens,H,1;0;0
Disa maculata,H,1;0;0
Disa marlothii,H,1;0;0
Disa miniata,H,1;0;0
Disa montana,H,1;0;0
Disa multifida,H,1;0;0
Disa neglecta,H,1;0;0
Disa nervosa,H,1;0;0
Disa nivea,H,1;0;0
Disa obtusa,H,1;0;0
Disa ocellata,H,1;0;0
Disa ochrostachya,H,1;0;0
Disa ophrydea,H,1;0;0
Disa oreophila,H,1;0;0
Disa ornithantha,H,1;0;0
Disa ovalifolia,H,1;0;0
Disa patula,H,1;0;0
Disa perplexa,H,1;0;0
Disa pillansii,H,1;0;0
Disa polygonoides,H,1;0;0
Disa pulchra,H,1;0;0
Disa purpurascens,H,1;0;0
Disa pygmaea,H,1;0;0
Disa racemosa,H,1;0;0
Disa remota,H,1;0;0
Disa reticulata,H,1;0;0
Disa rhodantha,H,1;0;0
Disa richardiana,H,1;0;0
Disa robusta,H,1;0;0
Disa rufescens,H,1;0;0
Disa sabulosa,H,1;0;0
Disa sagittalis,H,1;0;0
Disa salteri,H,1;0;0
Disa sanguinea,H,1;0;0
Disa sankeyi,H,1;0;0
Disa satyriopsis,H,1;0;0
Disa saxicola,H,1;0;0
Disa schizodioides,H,1;0;0
Disa schlechteriana,H,1;0;0
Disa scullyi,H,1;0;0
Disa spathulata,H,1;0;0
Disa stachyoides,H,1;0;0
Disa stairsii,H,1;0;0
Disa stricta,H,1;0;0
Disa subtenuicornis,H,1;0;0
Disa telipogonis,H,1;0;0
Disa tenella,H,1;0;0
Disa tenuifolia,H,1;0;0
Disa tenuis,H,1;0;0
Disa thodei,H,1;0;0
Disa triloba,H,1;0;0
Disa tripetaloides,H,1;0;0
Disa tysonii,H,1;0;0
Disa ukingensis,H,1;0;0
Disa uncinata,H,1;0;0
Disa uniflora,H,1;0;0
Disa vaginata,H,1;0;0
Disa vasselotii,H,1;0;0
Disa venosa,H,1;0;0
Disa venusta,H,1;0;0
Disa versicolor,H,2;0;0
Disa vigilans,H,1;0;0
Disa virginalis,H,1;0;0
Disa walleri,H,1;0;0
Disa woodii,H,1;0;0
Disa zimbabweensis,H,1;0;0
Disa zombica,H,1;0;0
Disa zuluensis,H,1;0;0
Disanthus cercidifolius,W,0;0;2
Discaria americana,W,0;0;1
Discaria articulata,W,0;0;1
Discaria chacaye,W,0;0;2
Discaria discolor,W,0;0;1
Discaria serratifolia,W,0;0;1
Discaria toumatou,W,0;0;6
Dischisma ciliatum,H,1;0;0
Disciphania calocarpa,W,0;0;1
Disciphania killipii,H,1;0;0
Discocalyx amplifolia,W,0;0;1
Discocarpus essequeboensis,W,0;0;1
Discoclaoxylon hexandrum,W,0;0;1
Discocleidion rufescens,W,0;0;1
Discoglypremna caloneura,W,0;0;13
Discophora guianensis,W,0;0;5
Discophora panamensis,W,0;0;1
Discostegia alata,H,1;0;0
Disepalum anomalum,W,0;0;1
Disepalum longipes,W,0;0;1
Disepalum platypetalum,W,0;0;1
Disocactus amazonicus,W,0;0;1
Disparago anomala,W,0;0;1
Disperis capensis,H,1;0;0
Disperis dicerochila,H,1;0;0
Disperis lindleyana,H,1;0;0
Disperis reichenbachiana,H,1;0;0
Disperis stenoplectron,H,1;0;0
Disphyma crassifolium,H,1;0;0
Dispormsmithii piper,H,1;0;0
Disporopsis aspersa,H,1;0;0
Disporopsis longifolia,H,1;0;0
Disporopsis pernyi,H,1;0;0
Disporum cantoniense,H,1;0;0
Disporum lanuginosum,H,1;0;0
Disporum maculatum,H,1;0;0
Disporum nantouense,H,1;0;0
Disporum sessile,H,2;0;0
Disporum trachycarpum,H,1;0;0
Dissiliaria baloghioides,W,0;0;3
Dissiliaria laxinervis,W,0;0;1
Dissiliaria muelleri,W,0;0;1
Dissocarpus biflorus,H,4;0;0
Dissocarpus paradoxus,W,7;0;8
Dissotis fruticosa,W,0;0;1
Dissotis rotundifolia,H,1;0;0
Distemonanthus benthamianus,W,0;0;17
Disterigma alaternoides,W,0;0;1
Disterigma ovatum,W,0;0;1
Disterigma rimbachii,W,0;0;1
Disterigma trimerum,W,0;0;1
Distichia acicularis,H,1;0;0
Distichia muscoides,H,1;0;0
Distichlis spicata,H,2;0;0
Distichostemon hispidulus,W,0;0;1
Distictella elongata,W,0;0;2
Distictella magnoliifolia,W,0;0;1
Distictella parkeri,W,0;0;1
Distictis frutescens,W,0;0;1
Distictis granulosa,W,0;0;2
Distyliopsis tutcheri,W,0;0;1
Distylium myricoides,W,0;0;2
Distylium racemosum,W,0;0;8
Distylium stellare,W,0;0;1
Dithyrostegia amplexicaulis,H,1;0;0
Ditrysinia fruticosa,W,0;0;1
Ditta myricoides,W,0;0;2
Dittrichia viscosa,W,0;1;4
Diuranthera major,H,1;0;0
Diuris laxiflora,H,1;0;0
Diuris sulphurea,H,1;0;0
Dobera glabra,W,0;0;1
Docynia indica,W,0;0;1
Dodecadenia grandiflora,W,0;0;1
Dodecastigma amazonicum,W,0;0;1
Dodecastigma integrifolium,W,0;0;2
Dodecatheon alpinum,H,1;0;0
Dodecatheon amethystinum,H,1;0;0
Dodecatheon clevelandii,H,1;0;0
Dodecatheon conjugens,H,1;0;0
Dodecatheon dentatum,H,1;0;0
Dodecatheon frigidum,H,1;0;0
Dodecatheon hansenii,H,1;0;0
Dodecatheon hendersonii,H,1;0;0
Dodecatheon jeffreyi,H,1;0;0
Dodecatheon meadia,H,1;0;0
Dodecatheon poeticum,H,1;0;0
Dodecatheon pulchellum,H,1;0;0
Dodecatheon redolens,H,1;0;0
Dodonaea aptera,W,0;0;1
Dodonaea attenuata,W,0;0;6
Dodonaea baueri,W,0;0;1
Dodonaea biloba,W,0;0;1
Dodonaea boroniifolia,W,0;0;1
Dodonaea bursariifolia,W,0;0;1
Dodonaea camfieldii,W,0;0;1
Dodonaea campbelli,W,0;0;1
Dodonaea ceratocarpa,W,0;0;1
Dodonaea concinna,W,0;0;1
Dodonaea coriacea,W,0;0;1
Dodonaea ehrenbergii,W,0;0;1
Dodonaea elaeagnoides,W,0;0;1
Dodonaea ericoides,W,0;0;1
Dodonaea falcata,W,0;0;1
Dodonaea filifolia,W,0;0;2
Dodonaea filiformis,W,0;0;1
Dodonaea heteromorpha,W,0;0;1
Dodonaea hexandra,W,0;0;1
Dodonaea hirsuta,W,0;0;1
Dodonaea humilis,W,0;0;1
Dodonaea inaequifolia,W,0;0;1
Dodonaea intricata,W,0;0;1
Dodonaea lanceolata,W,0;0;2
Dodonaea lobulata,W,0;0;1
Dodonaea madagascariensis,W,0;0;1
Dodonaea megazyga,W,0;0;1
Dodonaea multijuga,W,0;0;1
Dodonaea oxyptera,W,0;0;1
Dodonaea peduncularis,W,0;0;4
Dodonaea petiolaris,W,0;0;1
Dodonaea physocarpa,W,0;0;1
Dodonaea pinifolia,W,0;0;1
Dodonaea pinnata,W,0;0;1
Dodonaea platyptera,W,0;0;1
Dodonaea polyandra,W,0;0;1
Dodonaea procumbens,W,0;0;1
Dodonaea ptarmicifolia,W,0;0;1
Dodonaea rhombifolia,W,0;0;1
Dodonaea sinuolata,W,0;0;1
Dodonaea stenozyga,W,0;0;1
Dodonaea subglandulifera,W,0;0;1
Dodonaea tenuifolia,W,0;0;1
Dodonaea triangularis,W,0;0;4
Dodonaea trifida,W,0;0;1
Dodonaea triquetra,W,0;0;8
Dodonaea truncatiales,W,0;0;1
Dodonaea vestita,W,0;0;1
Dodonaea viscosa,W,0;0;56
Doellingeria scabra,H,1;0;0
Doerpfeldia cubensis,W,0;0;1
Dolichandra cynanchoides,W,0;0;1
Dolichandrone falcata,W,0;0;2
Dolichandrone serrulata,W,0;0;1
Dolichandrone spathacea,W,0;0;4
Dolicholobium oxylobum,W,0;0;1
Dolichopsis ligulata,H,1;0;0
Dolichopsis paraguariensis,H,1;0;0
Dolichos decumbens,H,1;0;0
Dolichos trinervatus,H,1;0;0
Dolichothrix ericoides,W,0;0;1
Doliocarpus dentatus,W,0;0;10
Doliocarpus major,W,0;0;6
Doliocarpus multiflorus,W,0;0;6
Doliocarpus novogranatensis,W,0;0;1
Doliocarpus olivaceus,W,0;0;4
Doliocarpus tambopatensis,W,0;0;1
Dolomiaea tibetica,H,1;0;0
Dombeya burgessiae,W,0;0;1
Dombeya calantha,W,0;0;1
Dombeya goetzenii,W,0;0;1
Dombeya kirkii,W,0;0;1
Dombeya lucida,W,0;0;1
Dombeya mukole,W,0;0;2
Dombeya spectabilis,W,0;0;1
Domingoa kienastii,H,1;0;0
Domingoa nodosa,H,1;0;0
Domohinea perrieri,W,0;0;1
Donatia fascicularis,H,1;0;0
Donatia novae-zelandiae,H,3;0;0
Donax canniformis,H,1;0;0
Donella ogoouensis,W,0;0;1
Doniophyton anomalum,W,0;0;1
Donnellsmithia cordata,H,1;0;0
Dontostemon senilis,H,1;0;0
Doodia aspera,H,1;0;0
Doodia caudata,H,1;0;0
Doodia maxima,H,1;0;0
Doodia media,H,1;0;0
Doratoxylon chouxii,W,0;0;1
Doronicum clusii,H,3;0;0
Doronicum columnae,H,1;0;0
Doronicum glaciale,H,1;0;0
Doronicum pardalianches,H,2;0;0
Doronicum stenoglossum,H,1;0;0
Dorstenia hildebrandtii,variable,0;1;0
Dorstenia mannii,H,1;0;0
Doryanthes excelsa,H,2;0;0
Doryanthes palmeri,H,1;0;0
Dorycnium hirsutum,W,0;0;8
Dorycnium pentaphyllum,H,8;0;1
Dorycnium spectabile,W,0;0;2
Doryphora aromatica,W,0;0;4
Doryphora sassafras,W,0;0;24
Douglasia beringensis,variable,0;1;0
Douglasia nivalis,variable,0;1;0
Douradoa consimilis,W,0;0;1
Dovea macrocarpa,H,2;0;0
